from_region,to_region,distance_km,base_rate_per_ldm,base_rate_per_km,coefficient,seasonal_factors,urgency_factors
DK-1,FI-1,1395.5,336.08204081932865,0.40329844898319434,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,CY-1,3687.8,307.9106927233493,0.3932976915457907,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,HU-1,1405.7,333.13890072022326,0.3997666808642679,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,HR-1,1575.1,343.5650329187451,0.4122780395024941,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,NL-1,720.9,374.69337854728406,0.4671501862407697,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,RO-1,1860.8,340.4403307348369,0.40852839688180426,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,RO-2,1953.6,340.50985110879674,0.408611821330556,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,RO-3,1979.1,352.1493864881419,0.42257926378577026,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,IT-1,1780.3,337.0772507815396,0.4044927009378475,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,EE-1,1164.4,344.1336481646744,0.4129603777976093,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,SE-1,563.0,373.7743883123774,0.4660044321816653,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,CZ-1,917.4,400.5253769313748,0.49935631409625947,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,SK-1,1236.2,336.32399451552317,0.4035887934186278,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,FR-1,1486.1,363.6851973601419,0.43642223683217024,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,LT-1,1043.5,345.4304849324491,0.41451658191893886,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,PL-1,855.9,378.8066015055691,0.4722783603186316,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
DK-1,PT-1,3033.8,307.1203638933585,0.39228819589739916,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,DK-1,1094.9,362.66690965456553,0.4352002915854786,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,LV-2,56.0,437.2884852698992,0.5622280524898704,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,LV-3,142.4,410.2020543083064,0.5274026412535369,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,LV-4,211.4,424.82603804794115,0.5462049060616386,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-1,3223.1,310.50631149104237,0.3966131037532642,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-2,3218.4,311.7263746276098,0.3981715037260226,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-3,3222.4,292.46469929333176,0.3735683553998859,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-4,3222.5,306.3217798879683,0.3912681558232873,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-5,3218.4,291.27652847184356,0.37205069182958167,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,MT-6,3213.8,302.664450363626,0.38659660886782476,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,ES-1,3605.4,293.33431494141365,0.3746791249671838,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,IE-1,2725.2,306.7154154867794,0.39177095087386954,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,BE-1,1963.0,346.29232198784445,0.4155507863854133,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,AT-1,1632.4,346.6198876814782,0.4159438652177738,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,BG-1,1996.9,336.93864913646644,0.4043263789637597,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,BG-2,2116.4,293.0867537326161,0.37436291233073654,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,DE-1,1533.2,360.10412231819384,0.4321249467818326,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,LU-1,1940.6,365.18756341654506,0.43822507609985406,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,FI-1,768.9,390.0083074261395,0.4862441235442778,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,CY-1,3283.7,287.35699014638647,0.3670442227079894,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,HU-1,1515.4,354.4644806937432,0.42535737683249186,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,HR-1,1880.9,335.6465200135248,0.40277582401622974,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,NL-1,1766.8,341.3554902597572,0.4096265883117086,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,RO-1,1589.3,340.2328875904049,0.40827946510848584,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,RO-2,1659.2,367.1116354428167,0.44053396253138005,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,RO-3,1712.4,357.1331542316082,0.42855978507792986,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,IT-1,2308.2,306.8501625140699,0.391943064723854,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,EE-1,235.8,435.9415118421717,0.5604962295113636,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,SE-1,776.9,377.1692642692815,0.47023700480326003,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,CZ-1,1346.4,360.3674711283524,0.4324409653540229,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,SK-1,1318.3,351.16761905303105,0.4214011428636373,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,FR-1,2434.5,306.9439306545069,0.39206283579399204,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,LT-1,263.7,424.7385204776488,0.5460923834712628,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,PL-1,846.4,384.2147128124596,0.4790209406493003,1.0,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-1,PT-1,4046.9,309.0095054691801,0.3947012170698771,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-2,DK-1,1038.9,363.62144270846477,0.4363457312501577,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
LV-2,LV-1,56.0,426.939640772219,0.5489223952785673,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
